ISOCODE,Type,COUNTRY,CIESINCODE,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC,AVERAGE
UKR,BORF,Ukraine,804,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MKD,BORF,The former Yugoslav Republic of Macedonia,807,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EGY,BORF,Egypt,818,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GBR,BORF,United Kingdom of Great Britain and Northern Ireland,826,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GGY,BORF,Guernsey,831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JEY,BORF,Jersey,832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMN,BORF,Isle of Man,833,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TZA,BORF,United Republic of Tanzania,834,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
USA,BORF,United States of America,840,"566,605.11","79,498.66","250,986.53","23,398.61","1,125.74","1,855,326.87","735,008.43","3,022,500.69","4,850,794.69","183,897.81","312,488.30","56,683.71","6,175,243.46","516,575.34","53,607.59","129,156.05","1,425,277.18","729,514.71","5,974,342.17","1,418,001.66"
VIR,BORF,United States Virgin Islands,850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BFA,BORF,Burkina Faso,854,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
URY,BORF,Uruguay,858,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UZB,BORF,Uzbekistan,860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEN,BORF,Venezuela (Bolivarian Republic of),862,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WLF,BORF,Wallis and Futuna Islands,876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSM,BORF,Western Samoa,882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YEM,BORF,Yemen,887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZMB,BORF,Zambia,894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOS,BORF,Kosovo,999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AFG,DEFO,Afghanistan,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALB,DEFO,Albania,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DZA,DEFO,Algeria,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASM,DEFO,American Samoa,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AGO,DEFO,Angola,24,"83,782.68","1,149,497.40","37,607.35","489,481.41","2,836,261.63","1,851,611.99","1,339,433.29","377,694.93","3,280,891.27","3,126,101.23","1,045,652.57","1,624,515.02","2,165,217.11","1,596,058.08","1,847,020.53","1,211,213.68","1,690,225.65","2,018,999.29","1,074,629.70","1,518,204.99"
ATG,DEFO,Antigua and Barbuda,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZE,DEFO,Azerbaijan,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARG,DEFO,Argentina,32,"21,936.44","57,487.13","56,013.55","32,350.83","18,556.04","6,573.80","26,837.67","15,132.33","16,482.59","39,194.74","14,821.36","57,878.28","96,129.81","95,082.95","19,029.83","33,382.85","752,430.34","12,193.26","5,106.00","72,453.67"
AUS,DEFO,Australia,36,"44,712.07","107,498.49","325,894.83","432,966.39","395,323.81","387,969.36","1,022,421.99","223,444.86","295,238.11","284,221.31","95,001.17","304,177.07","1,155,592.13","30,558.78","262,665.17","214,693.24","559,224.98","351,670.44","754,393.38","381,456.19"
AUT,DEFO,Austria,40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BHS,DEFO,Bahamas,44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BHR,DEFO,Bahrain,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BGD,DEFO,Bangladesh,50,847.15,"82,700.89","531,637.79","120,757.15","44,875.30",0.00,0.00,0.00,0.00,"28,148.75","4,654.15",590.40,"50,203.76",0.00,389.31,"2,376.76","21,841.19","15,331.54","5,861.81","47,906.10"
ARM,DEFO,Armenia,51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRB,DEFO,Barbados,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEL,DEFO,Belgium,56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BMU,DEFO,Bermuda,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BTN,DEFO,Bhutan,64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOL,DEFO,Bolivia (Plurinational State of),68,"393,371.97","461,930.92","6,245,131.68","1,433,538.39","118,391.86","380,090.04","205,795.57","13,525,255.77","3,105,898.32","700,383.61","2,466,026.57","835,187.99","81,259.43","12,660,674.80","3,468,830.78","864,271.98","190,588.19","348,176.20","498,738.38","2,525,449.60"
BIH,DEFO,Bosnia and Herzegovina,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BWA,DEFO,Botswana,72,"362,882.04",102.82,232.82,"1,890.66","1,155.54","9,855.14","5,373.57",0.00,"5,125.60",0.00,200.87,0.00,0.00,12.60,402.39,5.57,"2,309.17",0.00,"13,253.07","21,200.10"
BRA,DEFO,Brazil,76,"5,427,798.08","25,537,289.21","10,226,164.98","6,259,518.35","2,575,351.92","7,098,714.10","4,251,821.15","5,302,895.91","17,141,515.85","3,080,365.61","38,167,819.47","2,765,859.73","563,418.24","41,711,676.59","1,574,625.80","10,955,931.81","1,307,915.36","5,517,908.70","6,960,733.07","10,338,280.21"
BLZ,DEFO,Belize,84,"1,641.37","38,780.54","2,228.45","92,861.04","4,559.90","2,766.09","26,855.30",72.13,"2,638.40",107.09,"41,950.81","3,174.27",798.28,0.00,"94,429.09",405.92,"11,036.77","5,754.86","12,073.32","18,007.03"
SLB,DEFO,Solomon Islands,90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VGB,DEFO,British Virgin Islands,92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRN,DEFO,Brunei Darussalam,96,154.57,"13,952.57",1.71,0.79,0.00,0.00,95.71,41.38,0.00,0.00,0.00,0.00,42.33,146.41,0.00,7.45,0.00,0.00,88.86,764.83
BGR,DEFO,Bulgaria,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MMR,DEFO,Myanmar,104,"109,848.65","1,117,062.88","815,979.62","416,884.16","250,724.26","171,704.06","253,129.92","193,512.93","860,713.00","994,677.06","2,914,889.54","362,248.25","1,927,996.54","3,138,794.23","456,165.02","1,146,284.86","825,556.93","2,320,335.18","1,823,260.13","1,057,882.49"
BDI,DEFO,Burundi,108,274.88,14.17,253.77,380.51,0.00,0.00,0.00,132.18,0.00,0.00,383.12,0.00,"1,356.45",986.03,0.00,"1,345.55",0.00,0.00,0.00,269.82
BLR,DEFO,Belarus,112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHM,DEFO,Cambodia,116,"695,138.72","1,006,275.10","593,314.66","310,868.53","1,044,397.36","1,478,994.40","1,545,397.01","157,532.64","1,235,015.76","945,126.29","5,096,272.86","1,264,829.97","484,962.01","1,558,692.12","3,336,559.71","1,177,265.32","3,134,553.20","2,360,417.14","2,149,304.05","1,556,574.57"
CMR,DEFO,Cameroon,120,"829,798.81","784,958.12","1,522,240.68","792,407.10","948,658.54","454,568.65","331,343.55","23,716.64","615,819.67","269,043.26","201,731.67","163,588.60","127,979.55","153,086.54","237,398.56","7,589.72","234,767.22","145,666.60","120,653.32","419,211.41"
CAN,DEFO,Canada,124,0.00,0.00,0.00,0.00,0.00,0.00,2.11,30.61,63.70,25.63,0.04,44.80,0.00,0.00,0.00,5.87,0.00,0.00,0.00,9.09
CPV,DEFO,Cape Verde,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CYM,DEFO,Cayman Islands,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CAF,DEFO,Central African Republic,140,"317,530.80","4,408,666.57","1,282,030.28","1,883,614.97","675,203.55","838,656.18","683,793.04","99,991.15","2,229,452.30","1,041,932.43","749,571.39","257,732.80","359,917.73","204,086.30","1,030,445.67","207,640.19","293,695.04","308,582.04","1,570,792.58","970,701.84"
LKA,DEFO,Sri Lanka,144,87.09,73.94,374.92,43.27,343.19,48.56,"12,137.49","1,415.49",239.47,995.70,180.18,108.44,"14,042.72",28.31,507.35,584.02,0.00,443.42,16.43,"1,666.84"
TCD,DEFO,Chad,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHL,DEFO,Chile,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHN,DEFO,China,156,"16,521.52","196,733.69","346,043.94","30,088.05","12,539.29","6,536.74","20,920.31","52,715.50","19,362.86","10,108.40","50,984.55","18,682.39","26,251.06","177,925.69","4,232.26","11,407.76","1,235.55","20,246.32","7,298.48","54,201.81"
TWN,DEFO,Taiwan,158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COL,DEFO,Colombia,170,"216,365.62","22,392.29","34,410.78","168,249.44","74,532.44","20,659.52","75,238.29","34,864.14","17,795.92","5,149.02","193,007.91","8,624.53","6,831.55","7,535.60","4,031.52","10,150.34","16,464.72","87,095.62","26,175.69","54,188.15"
COM,DEFO,Comoros,174,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MYT,DEFO,Mayotte,175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COG,DEFO,Congo,178,"3,122.21","4,182.20","6,892.27","20,075.18","184,621.64","49,258.84","19,777.11","12,956.31","20,356.44","33,828.82","3,432.37","12,664.01","9,895.12","20,729.80","38,884.51","50,926.01","72,594.10","30,926.90","19,842.05","32,366.63"
COD,DEFO,Democratic Republic of the Congo,180,"3,853,938.82","3,104,558.43","1,467,891.00","4,517,389.01","6,235,394.17","7,949,904.41","3,215,477.91","996,247.45","4,720,076.85","4,965,762.03","2,036,777.08","4,919,791.38","3,323,526.40","4,471,643.95","4,105,662.90","1,711,369.91","4,756,277.30","4,107,103.69","4,545,682.79","3,947,603.97"
COK,DEFO,Cook Islands,184,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI,DEFO,Costa Rica,188,22.62,384.53,7.19,19.99,"3,675.38","1,259.53",440.77,158.88,225.72,0.00,198.44,472.28,191.53,0.00,4.73,"2,646.67","1,367.60","2,170.48","7,765.84","1,105.90"
HRV,DEFO,Croatia,191,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUB,DEFO,Cuba,192,508.92,"4,144.90","20,354.03","6,328.26","1,788.56","28,295.70",823.10,"1,918.49","8,886.48","4,102.81","2,349.69","1,687.29","9,665.67","2,715.55","21,131.23","1,300.07","5,864.57","38,385.55","23,182.28","9,654.38"
CYP,DEFO,Cyprus,196,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CZE,DEFO,Czech Republic,203,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEN,DEFO,Benin,204,0.52,0.25,7.72,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46
DNK,DEFO,Denmark,208,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DMA,DEFO,Dominica,212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOM,DEFO,Dominican Republic,214,219.20,579.39,167.56,"3,143.22","32,059.38",334.19,"2,078.80",0.00,"167,730.22",34.64,194.30,926.30,46.48,"1,396.89",914.25,10.13,"5,943.19","12,186.43","3,641.06","12,189.77"
ECU,DEFO,Ecuador,218,77.01,72.61,68.07,"14,418.84","1,019.83",0.00,50.06,0.00,221.15,3.60,0.00,0.00,620.22,0.00,226.27,"5,083.93",0.00,0.00,"3,056.12","1,311.46"
SLV,DEFO,El Salvador,222,13.31,18.50,12.36,23.37,49.03,21.13,48.36,0.80,27.50,0.03,0.00,2.51,14.71,0.00,0.00,133.64,"8,315.18",42.51,516.45,486.29
GNQ,DEFO,Equatorial Guinea,226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ETH,DEFO,Ethiopia,231,"100,989.54","265,928.37","281,808.96","368,853.91","215,214.79","444,153.55","374,272.96","65,613.62","730,426.32","132,802.44","263,528.23","128,688.32","145,235.97","195,611.61","152,673.63","231,978.26","153,000.58","228,805.06","276,189.23","250,303.97"
ERI,DEFO,Eritrea,232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EST,DEFO,Estonia,233,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FRO,DEFO,Faeroe Islands,234,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FLK,DEFO,Falkland Islands (Malvinas),238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJI,DEFO,Fiji,242,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FIN,DEFO,Finland,246,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALA,DEFO,Åland Islands,248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FRA,DEFO,France,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUF,DEFO,French Guiana,254,"1,996.26",173.34,287.13,0.00,0.00,0.00,"1,940.17",0.00,589.02,138.25,19.58,"2,551.59",23.98,174.25,0.00,587.93,0.00,151.45,99.59,459.61
PYF,DEFO,French Polynesia,258,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DJI,DEFO,Djibouti,262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GAB,DEFO,Gabon,266,88.50,6.03,64.75,0.00,0.00,0.00,0.00,"2,729.47",0.00,0.00,0.00,434.00,0.00,0.00,"3,263.87",55.45,"2,795.80",0.00,0.00,496.73
GEO,DEFO,Georgia,268,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GMB,DEFO,Gambia,270,210.63,452.73,12.15,676.83,"1,282.58","1,811.39","3,266.90",69.67,821.27,"2,490.01",0.00,"1,417.95",691.21,"3,734.32",0.00,268.36,7.05,"1,136.05",312.36,982.18
PSE,DEFO,State of Palestine,275,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEU,DEFO,Germany,276,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GHA,DEFO,Ghana,288,"3,008.61","32,264.12","52,618.70","312,372.85","47,251.11","53,417.73","86,499.99","5,702.48","95,898.71",0.00,"107,121.93","345,586.90","30,198.58","18,395.49","38,124.86","371,320.72","229,564.63","52,734.73","90,029.06","103,795.33"
KIR,DEFO,Kiribati,296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRC,DEFO,Greece,300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRL,DEFO,Greenland,304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRD,DEFO,Grenada,308,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GLP,DEFO,Guadeloupe,312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUM,DEFO,Guam,316,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GTM,DEFO,Guatemala,320,"13,454.38","9,179,662.17","11,806.33","3,038,798.67","1,287.28","24,196.83","743,518.75","1,112.64","1,068,999.73","2,870.08","71,957.44","35,689.98","133,201.09","6,429.21","13,645.88","9,364.97","57,467.83","5,526.24","12,103.43","759,531.21"
GIN,DEFO,Guinea,324,"34,476.41","1,111,644.47","211,535.69","92,711.46","155,686.67","133,782.15","70,293.93","9,193.95","28,579.05","34,223.14","159,927.75","20,027.30","76,490.26","57,657.36","73,871.96","105,423.24","99,259.78","146,598.25","40,273.81","140,087.19"
GUY,DEFO,Guyana,328,"18,720.10","72,897.26",82.86,22.64,0.00,271.67,"1,103.27",0.00,"1,118.15",94.54,34.81,159.04,"2,962.86",415.07,4.85,91.66,119.69,"3,598.59","4,449.38","5,586.65"
HTI,DEFO,Haiti,332,0.42,1.27,0.45,0.65,0.00,0.00,0.00,0.00,105.70,0.00,0.00,0.00,0.00,1.59,0.00,0.00,40.08,0.00,0.00,7.90
HND,DEFO,Honduras,340,736.08,"1,447,696.55","1,698.55","24,100.32","3,882.70","1,158.69","125,238.96",292.19,"31,893.28","2,561.55","1,048.61","20,466.87","6,582.79","1,110.18","39,251.11",213.14,"8,989.78","11,328.12","7,772.70","91,369.59"
HKG,DEFO,China Hong Kong Special Administrative Region,344,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HUN,DEFO,Hungary,348,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISL,DEFO,Iceland,352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IND,DEFO,India,356,"14,341.06","122,905.16","393,267.35","107,899.14","34,135.97","11,712.19","13,754.30","11,957.53","2,356.38","727,304.99","197,255.35","14,222.49","451,128.36","523,559.59","2,401.83","72,064.44","33,608.82","132,983.87","172,242.30","159,952.69"
IDN,DEFO,Indonesia,360,"75,906,772.31","2,672,364.19","766,043.10","388,418.15","296,375.10","8,503,073.96","628,162.16","3,444,972.20","1,278,305.80","11,488,011.26","256,636.97","116,096.84","4,682,310.12","18,721.22","886,029.30","932,378.89","1,520,214.26","4,836,656.20","9,402,199.86","6,738,091.68"
IRN,DEFO,Iran (Islamic Republic of),364,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IRQ,DEFO,Iraq,368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IRL,DEFO,Ireland,372,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISR,DEFO,Israel,376,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ITA,DEFO,Italy,380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIV,DEFO,Côte d'Ivoire,384,"168,258.95","265,837.82","19,123.49","141,189.41","356,287.69","85,120.27","36,120.05","3,124.32","74,667.65","47,573.72","62,979.08","48,360.20","16,754.49","5,593.90","14,830.34","32,390.00","36,834.63","4,496.90","6,337.23","75,046.32"
JAM,DEFO,Jamaica,388,0.48,1.06,0.34,0.79,0.00,0.00,5.30,0.00,0.00,74.16,0.00,0.00,71.45,59.58,0.00,0.00,0.00,0.00,0.00,11.22
JPN,DEFO,Japan,392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KAZ,DEFO,Kazakhstan,398,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JOR,DEFO,Jordan,400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KEN,DEFO,Kenya,404,541.88,"1,237.59","75,942.46","216,209.74","1,107.11",452.42,"8,501.19",754.89,"14,576.15","4,180.66","7,576.59","4,772.11","24,736.11",9.31,"1,321.86","41,870.32","2,548.63",0.00,"29,985.34","22,964.44"
PRK,DEFO,Democratic People's Republic of Korea,408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOR,DEFO,Republic of Korea,410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KWT,DEFO,Kuwait,414,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
